             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
  -1.9868623e-05  -3.3103530e-05  -8.0388905e-03   2.1133803e-04   1.2038929e-04   1.6597731e-04   2.0398866e-04   5.5961503e-04   3.4185926e-04   7.1407991e-04  -9.7820924e-05   1.6935562e-04  -1.0143666e-04   1.6326018e-04  -1.0430280e-04  -7.4943065e-05   1.2620346e-04  -1.0766573e-04  -1.0869315e-04  -1.0964095e-04  -8.1088927e-05  -8.2269405e-05  -9.7554856e-05  -1.2734074e-04  -1.4257636e-04  -1.4378566e-04  -1.1482693e-04  -1.1550221e-04  -1.1612450e-04  -1.1673841e-04  -1.4609627e-04  -2.3523383e-04  -2.3798271e-04  -1.1908135e-04  -1.1972323e-04  -1.2032952e-04  -2.0840083e-04  -2.7045572e-04  -1.5445978e-04  -1.2273459e-04  -1.2338473e-04  -1.3653727e-04  -3.0507778e-04  -2.0443263e-04  -1.2597920e-04  -1.2669965e-04  -1.2743868e-04  -1.2819665e-04  -2.6199819e-04  -2.7179756e-04  -1.3038727e-04  -1.3121192e-04  -1.3205639e-04  -1.3292068e-04  -1.3380471e-04  -1.3470834e-04  -1.3563141e-04  -1.3657370e-04  -1.3753493e-04  -2.8699700e-04  -2.6855606e-04  -1.4029399e-04  -1.4132151e-04  -1.4236637e-04  -1.4342805e-04  -1.4450598e-04  -1.4559953e-04  -1.4670805e-04  -1.4783078e-04  -1.4896694e-04  -1.5011565e-04  -1.5127599e-04  -1.5244691e-04  -1.5362731e-04  -1.5481595e-04  -1.5601151e-04  -1.5721250e-04  -1.5841731e-04  -1.5962414e-04  -1.6083101e-04
  -2.0396796e-05  -3.3651488e-05  -8.0136703e-03   2.0995904e-04   1.1959230e-04   1.6460860e-04   2.0078188e-04   5.6522176e-04   3.3609413e-04   7.1210447e-04  -9.8483353e-05   1.6782505e-04  -1.0203519e-04   1.3390364e-04  -7.7107252e-05  -1.0624215e-04   1.5533561e-04  -1.0829161e-04  -1.0929927e-04  -1.1025015e-04  -1.1077209e-04  -8.2948649e-05  -9.8239807e-05  -1.2793236e-04  -1.4321934e-04  -1.1520351e-04  -1.1550325e-04  -1.1614109e-04  -1.1676667e-04  -1.1738384e-04  -1.7581255e-04  -2.3559727e-04  -2.0877145e-04  -1.1978018e-04  -1.2038217e-04  -1.2099163e-04  -2.2347736e-04  -2.7066267e-04  -1.4012575e-04  -1.2340720e-04  -1.2406062e-04  -1.5208305e-04  -3.0518865e-04  -1.8975887e-04  -1.2666646e-04  -1.2739047e-04  -1.2813312e-04  -1.2889478e-04  -2.7737873e-04  -2.5674997e-04  -1.3109505e-04  -1.3192378e-04  -1.3277245e-04  -1.3364104e-04  -1.3452948e-04  -1.3543766e-04  -1.3636540e-04  -1.3731248e-04  -1.3827865e-04  -2.7187147e-04  -2.8409479e-04  -1.4105222e-04  -1.4208539e-04  -1.4313606e-04  -1.4420374e-04  -1.4528785e-04  -1.4638779e-04  -1.4750289e-04  -1.4863242e-04  -1.4977559e-04  -1.5093155e-04  -1.5209937e-04  -1.5327802e-04  -1.5446641e-04  -1.5566331e-04  -1.5686741e-04  -1.5807723e-04  -1.5929117e-04  -1.6050746e-04  -1.6172412e-04
  -2.0906645e-05  -3.4180417e-05  -7.9895270e-03   2.0863588e-04   1.1882522e-04   1.6375314e-04   1.9990777e-04   5.6336700e-04   3.3512655e-04   5.3429269e-04   7.6794689e-05   1.3933404e-04  -7.5591782e-05   7.4142731e-05  -1.9424805e-05  -1.0676567e-04   1.3976660e-04  -9.4887635e-05  -1.0988448e-04  -1.1083929e-04  -1.1172590e-04  -1.1215733e-04  -9.8889127e-05  -1.2851948e-04  -1.1517613e-04  -1.1545897e-04  -1.1611705e-04  -1.1675813e-04  -1.1738690e-04  -1.1800723e-04  -2.0530803e-04  -2.3595840e-04  -1.7980349e-04  -1.2041364e-04  -1.2101871e-04  -1.2163124e-04  -2.3848185e-04  -2.7330650e-04  -1.2340303e-04  -1.2405701e-04  -1.2471361e-04  -1.6751147e-04  -3.0530483e-04  -1.7517237e-04  -1.2733050e-04  -1.2805795e-04  -1.2880411e-04  -1.2956935e-04  -2.7749151e-04  -2.5696750e-04  -1.3177896e-04  -1.3261165e-04  -1.3346438e-04  -1.3433714e-04  -1.3522986e-04  -1.3614242e-04  -1.3707468e-04  -1.3802641e-04  -1.3899735e-04  -2.5685955e-04  -2.9951480e-04  -1.4178498e-04  -1.4282360e-04  -1.4387990e-04  -1.4495338e-04  -1.4604348e-04  -1.4714959e-04  -1.4827105e-04  -1.4940716e-04  -1.5055712e-04  -1.5172009e-04  -1.5289514e-04  -1.5408128e-04  -1.5527739e-04  -1.5648229e-04  -1.5769464e-04  -1.5891301e-04  -1.6013579e-04  -1.6136124e-04  -1.6258738e-04
  -2.1393867e-05  -3.4685867e-05  -7.9666297e-03   2.0737832e-04   1.1809411e-04   1.6295550e-04   1.9907724e-04   5.6160775e-04   3.3415247e-04   4.3857813e-04   1.7012576e-04   6.4527281e-05  -2.7352641e-06   1.4714842e-05   3.8023275e-05  -1.0731057e-04   9.5237938e-05  -5.2377136e-05  -1.1044389e-04  -1.1140247e-04  -1.1229244e-04  -1.1312536e-04  -1.1393881e-04  -1.1462013e-04  -1.1535963e-04  -1.1604303e-04  -1.1670393e-04  -1.1734813e-04  -1.1797998e-04  -1.1853475e-04  -2.2011706e-04  -2.3626229e-04  -1.6561620e-04  -1.2101946e-04  -1.2162749e-04  -1.2224297e-04  -2.5335222e-04  -2.5869840e-04  -1.2403345e-04  -1.2467856e-04  -1.2533822e-04  -1.6795634e-04  -3.1535740e-04  -1.6559891e-04  -1.2796574e-04  -1.2869649e-04  -1.2944602e-04  -1.3021469e-04  -2.7761255e-04  -2.5717011e-04  -1.3243329e-04  -1.3326978e-04  -1.3412640e-04  -1.3500315e-04  -1.3589997e-04  -1.3681675e-04  -1.3775333e-04  -1.3870951e-04  -1.3968504e-04  -2.5709499e-04  -2.9967774e-04  -1.4248615e-04  -1.4353000e-04  -1.4459170e-04  -1.4567073e-04  -1.4676656e-04  -1.4787859e-04  -1.4900616e-04  -1.5014857e-04  -1.5130503e-04  -1.5247472e-04  -1.5365672e-04  -1.5485002e-04  -1.5605354e-04  -1.5726610e-04  -1.5848637e-04  -1.5971293e-04  -1.6094420e-04  -1.6217842e-04  -1.6341365e-04
  -2.1854473e-05  -3.5163692e-05  -7.9451440e-03   2.0619581e-04   1.1740473e-04   1.6220356e-04   1.9829429e-04   5.5995291e-04   3.3325751e-04   4.3769104e-04   1.6874513e-04  -2.4834391e-05   8.4788749e-05  -4.4502573e-05   9.5375009e-05  -1.0782576e-04   5.0966516e-05  -1.0007760e-05  -1.1097286e-04  -1.1193503e-04  -1.1282846e-04  -1.1366389e-04  -1.1445064e-04  -1.1519681e-04  -1.1590955e-04  -1.1659511e-04  -1.1725902e-04  -1.1790619e-04  -1.1854096e-04  -1.4757938e-04  -2.2087836e-04  -2.2195364e-04  -1.5150009e-04  -1.2159257e-04  -1.2220341e-04  -1.2277196e-04  -2.8295736e-04  -2.2940908e-04  -1.2461865e-04  -1.2526664e-04  -1.2592920e-04  -1.8320175e-04  -3.0540469e-04  -1.6118732e-04  -1.2856682e-04  -1.2930071e-04  -1.3005343e-04  -1.3082536e-04  -2.7771702e-04  -2.5737884e-04  -1.3305249e-04  -1.3389258e-04  -1.3475289e-04  -1.3563343e-04  -1.3653413e-04  -1.3745491e-04  -1.3839559e-04  -1.3935599e-04  -1.4033585e-04  -2.4229672e-04  -3.1486014e-04  -1.4314975e-04  -1.4419856e-04  -1.4526536e-04  -1.4634967e-04  -1.4745093e-04  -1.4856857e-04  -1.4970192e-04  -1.5085030e-04  -1.5201293e-04  -1.5318898e-04  -1.5437755e-04  -1.5557765e-04  -1.5678819e-04  -1.5800801e-04  -1.5923579e-04  -1.6047012e-04  -1.6170942e-04  -1.6295196e-04  -1.6419581e-04
  -2.2248429e-05  -3.5572366e-05  -7.9274664e-03   2.0574458e-04   1.1681282e-04   1.6158458e-04   1.9762635e-04   5.5854400e-04   3.3249741e-04   4.3688617e-04   1.6761396e-04  -6.9587198e-05   1.2797453e-04  -7.4163179e-05   1.2344457e-04  -1.0826645e-04   2.1428874e-05   1.7907650e-05  -1.1142537e-04  -1.1239062e-04  -1.1328704e-04  -1.1412537e-04  -1.1491493e-04  -1.1566386e-04  -1.1637928e-04  -1.1706748e-04  -1.1773398e-04  -1.1838370e-04  -1.1902099e-04  -1.6230069e-04  -2.2114570e-04  -2.2225128e-04  -1.3740082e-04  -1.2208304e-04  -1.2269629e-04  -1.3642911e-04  -2.8447756e-04  -2.1495993e-04  -1.2511952e-04  -1.2576997e-04  -1.2643503e-04  -1.9832431e-04  -3.0554387e-04  -1.4668499e-04  -1.2908132e-04  -1.2981790e-04  -1.3057336e-04  -1.3134809e-04  -2.9283231e-04  -2.4253698e-04  -1.3358255e-04  -1.3442572e-04  -1.3528919e-04  -1.3617297e-04  -1.3707701e-04  -1.3800120e-04  -1.3894540e-04  -1.3990942e-04  -1.4089300e-04  -2.4248985e-04  -3.1500131e-04  -1.4371786e-04  -1.4477092e-04  -1.4584210e-04  -1.4693091e-04  -1.4803683e-04  -1.4915927e-04  -1.5029758e-04  -1.5145107e-04  -1.5261898e-04  -1.5380049e-04  -1.5499469e-04  -1.5620061e-04  -1.5741718e-04  -1.5864321e-04  -1.5987743e-04  -1.6111841e-04  -1.6236460e-04  -1.6361427e-04  -1.6486551e-04
  -2.2608649e-05  -3.5946036e-05  -7.8204167e-03   1.1499886e-04   1.1612352e-04   1.6052273e-04   1.9701695e-04   5.5726076e-04   3.3180398e-04   4.3615188e-04   1.6658333e-04  -1.0286957e-04   1.5982771e-04  -1.0610876e-04   1.5393895e-04  -1.0866945e-04  -7.9612159e-06   4.5817959e-05  -1.1183921e-04  -1.1280729e-04  -1.1370645e-04  -1.1454744e-04  -1.1533959e-04  -1.1609104e-04  -1.1680894e-04  -1.1749956e-04  -1.1816844e-04  -1.1882050e-04  -1.1946010e-04  -1.7697283e-04  -2.2139936e-04  -2.2390672e-04  -1.2190949e-04  -1.2253175e-04  -1.2314722e-04  -1.5135338e-04  -2.6995783e-04  -2.1522572e-04  -1.2557779e-04  -1.2623051e-04  -1.2689786e-04  -1.9856646e-04  -3.0554755e-04  -1.4713820e-04  -1.2955211e-04  -1.3029116e-04  -1.3104914e-04  -1.3182644e-04  -2.9288095e-04  -2.4274279e-04  -1.3406761e-04  -1.3491361e-04  -1.3577998e-04  -1.3666674e-04  -1.3757383e-04  -1.3850116e-04  -1.3944858e-04  -1.4041590e-04  -1.4140289e-04  -2.2775688e-04  -3.3004457e-04  -1.4423780e-04  -1.4529475e-04  -1.4636994e-04  -1.4746289e-04  -1.4857307e-04  -1.4969991e-04  -1.5084276e-04  -1.5200094e-04  -1.5317369e-04  -1.5436019e-04  -1.5555956e-04  -1.5677081e-04  -1.5799289e-04  -1.5922462e-04  -1.6046473e-04  -1.6171181e-04  -1.6296432e-04  -1.6422053e-04  -1.6547853e-04
  -2.2948724e-05  -3.6298810e-05  -7.8053299e-03   1.1462484e-04   1.1561672e-04   1.5998143e-04   1.9644270e-04   5.5605340e-04   3.3115064e-04   4.3546002e-04   1.6561330e-04  -1.0322308e-04   1.5883486e-04  -1.0646811e-04   1.5293113e-04  -1.0904998e-04  -3.7208327e-05   7.3670849e-05  -1.1223002e-04  -1.1320077e-04  -1.1410253e-04  -1.1494604e-04  -1.1574065e-04  -1.1649450e-04  -1.1721474e-04  -1.1790766e-04  -1.1857880e-04  -1.1923308e-04  -1.1987487e-04  -1.9156295e-04  -2.2164455e-04  -2.0967024e-04  -1.2234355e-04  -1.2295564e-04  -1.2357321e-04  -1.6618700e-04  -2.7014689e-04  -2.0083974e-04  -1.2601075e-04  -1.2666562e-04  -1.2733513e-04  -2.1355206e-04  -3.0566982e-04  -1.3269430e-04  -1.2999695e-04  -1.3073834e-04  -1.3149871e-04  -1.3227843e-04  -2.9293820e-04  -2.4292955e-04  -1.3452597e-04  -1.3537465e-04  -1.3624377e-04  -1.3713334e-04  -1.3804332e-04  -1.3897362e-04  -1.3992409e-04  -1.4089455e-04  -1.4188476e-04  -2.2797801e-04  -3.3012040e-04  -1.4472920e-04  -1.4578983e-04  -1.4686881e-04  -1.4796568e-04  -1.4907990e-04  -1.5021089e-04  -1.5135804e-04  -1.5252066e-04  -1.5369799e-04  -1.5488922e-04  -1.5609347e-04  -1.5730977e-04  -1.5853707e-04  -1.5977420e-04  -1.6101989e-04  -1.6227275e-04  -1.6353123e-04  -1.6479363e-04  -1.6605804e-04
  -2.3275374e-05  -3.6637653e-05  -7.7907751e-03   1.1413231e-04   1.1513167e-04   1.5945704e-04   1.9589219e-04   5.5489768e-04   3.3052435e-04   4.3479680e-04   1.6468448e-04  -1.0357236e-04   1.5789382e-04  -1.0682590e-04   1.5197858e-04  -1.0941553e-04  -6.6392451e-05   1.0156900e-04  -1.1265586e-04  -1.1357880e-04  -1.1448306e-04  -1.1532900e-04  -1.1612597e-04  -1.1688214e-04  -1.1760464e-04  -1.1829978e-04  -1.1897310e-04  -1.1962952e-04  -1.2020641e-04  -2.0615465e-04  -2.2188436e-04  -1.9549616e-04  -1.2274887e-04  -1.2336299e-04  -1.2398259e-04  -1.8095101e-04  -2.7032521e-04  -1.8651254e-04  -1.2642686e-04  -1.2708380e-04  -1.2775541e-04  -2.1369414e-04  -3.0572210e-04  -1.3314141e-04  -1.3042451e-04  -1.3116816e-04  -1.3193081e-04  -1.3271288e-04  -2.9299523e-04  -2.4311042e-04  -1.3496656e-04  -1.3581782e-04  -1.3668958e-04  -1.3758186e-04  -1.3849463e-04  -1.3942778e-04  -1.4038118e-04  -1.4135466e-04  -1.4234797e-04  -2.1340100e-04  -3.4498633e-04  -1.4520158e-04  -1.4626575e-04  -1.4734838e-04  -1.4844901e-04  -1.4956712e-04  -1.5070212e-04  -1.5185341e-04  -1.5302029e-04  -1.5420202e-04  -1.5539781e-04  -1.5660676e-04  -1.5782792e-04  -1.5906024e-04  -1.6030256e-04  -1.6155362e-04  -1.6281204e-04  -1.6407627e-04  -1.6534462e-04  -1.6661521e-04
