   6.6900000e+02   2.3830000e+01  	6.08
   9.7000000e+02   3.7290000e+01	6.27
   1.3700000e+03   5.5900000e+01	6.48
   1.7700000e+03   7.5360000e+01	6.65
   2.1700000e+03   9.5760000e+01	6.80
   2.5700000e+03   1.1735000e+02	6.95
   2.7400000e+03   1.2697000e+02	7.03
   2.8900000e+03   1.3575000e+02	7.08
