   6.6900000e+02   2.3830000e+01	5.67
   9.7000000e+02   3.7290000e+01	5.95
   1.3700000e+03   5.5900000e+01	6.20
   1.7700000e+03   7.5360000e+01	6.45
   2.1700000e+03   9.5760000e+01	6.68
   2.5700000e+03   1.1735000e+02	6.83
   2.7400000e+03   1.2697000e+02	6.92
   2.8900000e+03   1.3575000e+02	6.99
