 100.000           0.000
 100.000          11.300
 100.000          22.600
 100.000          33.900
 100.000          45.200
 100.000          56.400
 100.000         67.700
  50.000          79.000
  25.000          90.300
  15.000         101.600
  10.000         112.900
   5.000         124.200
   2.500         135.500
   1.500         146.800
   1.000         158.000
   0.500         169.300
   0.250         180.600
   0.150         191.900
   0.100         203.200
   0.100         214.500
   0.100         225.800
   0.100         237.100
   0.100         248.400
   0.100         259.600
   0.100         270.900
   0.100         282.200
   0.100         293.500
   0.100         304.800
   0.100         316.100
   0.100         327.400
   0.100         338.700
   0.100         350.000
   0.100         361.200
   0.100         372.500
   0.100         383.800
   0.100         395.100
   0.200         406.400
   0.400         417.700
   0.800         429.000
   1.500         440.300
   3.000         451.600
   6.000         462.900
  12.500         474.100
  25.000         485.400
  50.000         496.700
 100.000         508.000
 100.000        519.300
 100.000         530.600
 100.000         541.900
 100.000         553.200
 100.000         564.500
 100.000         575.700
 100.000         587.000
 100.000         598.300
 100.000         609.600
 100.000         620.900
 100.000         632.200
 100.000         643.500
 100.000         654.800
 100.000         666.100
 100.000         677.300
 100.000         688.600
 100.000         699.900
 100.000         711.200
 100.000         722.500
 100.000         733.800
 100.000         745.100
 100.000         756.400
 100.000         767.700
 100.000         778.900
 100.000         790.200
 100.000         801.500
 100.000         812.800
 100.000         824.100
 100.000         835.400
 100.000         846.700
 100.000         858.000
 100.000         869.300
 100.000         880.500
 100.000         891.800
 100.000         903.100
 100.000         914.400
 100.000         925.700
 100.000         937.000
 100.000         948.300
 100.000         959.600
 100.000         970.900
 100.000         982.100
 100.000         993.400
 100.000        1004.700
 100.000        1016.000
 100.000        1027.300
 100.000        1038.600
 100.000        1049.900
 100.000        1061.200
 100.000        1072.500
 100.000        1083.700
 100.000        1095.000
 100.000        1106.300
 100.000        1117.600
 100.000        1128.900
 100.000        1140.200
 100.000        1151.500
 100.000        1162.800
 100.000        1174.100
 100.000        1185.400
 100.000        1196.600
 100.000        1207.900
 100.000        1219.200
 100.000        1230.500
 100.000        1241.800
 100.000        1253.100
 100.000        1264.400
 100.000        1275.700
 100.000        1287.000
 100.000        1298.200
 100.000        1309.500
 100.000        1320.800
 100.000        1332.100
 100.000        1343.400
 100.000        1354.700
 100.000        1366.000
 100.000        1377.300
 100.000        1388.600
 100.000        1399.800
 100.000        1411.100
 100.000        1422.400
 100.000        1433.700
 100.000        1445.000
 100.000        1456.300
 100.000        1467.600
 100.000        1478.900
 100.000        1490.200
 100.000        1501.400
 100.000        1512.700
 100.000        1524.000
 100.000        1535.300
 100.000        1546.600
 100.000        1557.900
 100.000        1569.200
 100.000        1580.500
 100.000        1591.800
 100.000        1603.000
 100.000        1614.300
 100.000        1625.600
 100.000        1636.900
 100.000        1648.200
 100.000        1659.500
 100.000        1670.800
 100.000        1682.100
 100.000        1693.400
 100.000        1704.600
 100.000        1715.900
 100.000        1727.200
 100.000        1738.500
 100.000        1749.800
 100.000        1761.100
 100.000        1772.400
 100.000        1783.700
 100.000        1795.000
 100.000        1806.200
 100.000        1817.500
 100.000        1828.800
 100.000        1840.100
 100.000        1851.400
 100.000        1862.700
 100.000        1874.000
 100.000        1885.300
 100.000        1896.600
 100.000        1907.900
 100.000        1919.100
 100.000        1930.400
 100.000        1941.700
 100.000        1953.000
 100.000        1964.300
 100.000        1975.600
 100.000        1986.900
 100.000        1998.200
 100.000        2009.500
 100.000        2020.700
 100.000        2032.000
 100.000        2043.300
 100.000        2054.600
 100.000        2065.900
 100.000        2077.200
 100.000        2088.500
 100.000        2099.800
 100.000        2111.100
 100.000        2122.300
 100.000        2133.600
 100.000        2144.900
 100.000        2156.200
 100.000        2167.500
 100.000        2178.800
 100.000        2190.100
 100.000        2201.400
 100.000        2212.700
 100.000        2223.900
 100.000        2235.200
 100.000        2246.500
 100.000        2257.800
 100.000        2269.100
 100.000        2280.400
 100.000        2291.700
 100.000        2303.000
 100.000        2314.300
 100.000        2325.500
 100.000        2336.800
 100.000        2348.100
 100.000        2359.400
 100.000        2370.700
 100.000        2382.000
 100.000        2393.300
 100.000        2404.600
 100.000        2415.900
 100.000        2427.100
 100.000        2438.400
 100.000        2449.700
 100.000        2461.000
 100.000        2472.300
 100.000        2483.600
 100.000        2494.900
 100.000        2506.200
 100.000        2517.500
 100.000        2528.700
 100.000        2540.000
 100.000        2551.300
 100.000        2562.600
 100.000        2573.900
 100.000        2585.200
 100.000        2596.500
 100.000        2607.800
 100.000        2619.100
 100.000        2630.400
 100.000        2641.600
 100.000        2652.900
 100.000        2664.200
 100.000        2675.500
 100.000        2686.800
 100.000        2698.100
 100.000        2709.400
 100.000        2720.700
 100.000        2732.000
 100.000        2743.200
 100.000        2754.500
 100.000        2765.800
 100.000        2777.100
 100.000        2788.400
 100.000        2799.700
 100.000        2811.000
 100.000        2822.300
 100.000        2833.600
 100.000        2844.800
 100.000        2856.100
 100.000        2867.400
 100.000        2878.700
 100.000        2890.000
